id_transaccion,fecha,id_cliente,tipo_producto,monto,moneda,tasa_interes,plazo_dias,canal,estado,sucursal,monto_COP,nombre,tipo_documento,numero_documento,segmento,ciudad,fecha_alta,contacto,productos,activo,estado_cliente
500331,2024-05-07,1013,Crédito,6767588100.0,COP,"8,6",180,App,En proceso,Bogotá,6767588100.0,Camila Ortiz,C.C.,107445646,Premium,Pereira,2019-10-04,{'telefono': ''},"['CDT', 'Cuenta Corriente', 'Credito']",False,Camila Ortiz
500394,2024-06-17,1011,Cuenta de Ahorros,14484168.0,COP,0,-,Oficina,Rechazada,Bogotá,14484168.0,SANTIAGO VARGAS,NIT,339147326,Premium,Cali,2022-11-27,{'telefono': '(602) 560 7689'},['Cuenta Corriente'],False,SANTIAGO VARGAS
500166,2024-11-16,1050,Cuenta de Ahorros,12756219.0,COP,0,-,Oficina,Aprobada,Medellín,12756219.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500321,2024-08-20,1019,CDT,2023516.0,USD,8.4 ,90,Web,Pendiente,Bogotá,8094064000.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500150,2024-06-18,1050,CDT,2662911900.0,COP,12.8 ,0,Cajero,Rechazada,Medellín,2662911900.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500336,2024-05-24,1031,Cuenta Corriente,10805100.0,COP,0,0,Oficina,Aprobada,Bucaramanga,10805100.0,Laura   Gonzalez,C.C.,678341010,Personal,Cali,2019-06-16,{'telefono': '+57 313 950 7237'},['CDT'],0,Laura   Gonzalez
500229,2024-01-01,1019,CDT,2414336.0,COP,13.0 ,360,App,Aprobada,Bogotá,2414336.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500169,2024-11-25,1044,Cuenta de Ahorros,6711031.0,COP,0,-,Oficina,Rechazada,Bogotá,6711031.0,Alimentos La Cosecha,NIT,806768972-4,Empresarial,Cali,2019-11-26,,"['Cuenta Corriente', 'CDT', 'Credito']",True,Alimentos La Cosecha
500019,2024-03-22,1003,Cuenta de Ahorros,272871025.0,COP,0,0,App,En proceso,Barranquilla,272871025.0,Ana Maria Rojas,C.C.,533496827,Personal,Barranquilla,2020-07-01,"{'email': 'ana.maria.rojas@empresa.com.co', 'telefono': '3290597940'}","['Cuenta Ahorros', 'Cuenta Corriente']",True,Ana Maria Rojas
500292,2024-05-16,1041,CDT,-3119839750.0,COP,"13,8",365 ,Oficina,Aprobada,Bogotá,-3119839750.0,Textiles del Caribe S.A.,NIT,880804498-2,Empresarial,Bogotá,2021-04-18,"{'email': 'textiles.del.caribe.s.a.@outlook.com', 'telefono': '+57 329 391 2594'}","['Cuenta Corriente', 'CDT']",True,Textiles del Caribe S.A.
500026,2024-11-27,1008,Cuenta Corriente,1587880.0,USD,0,0,App,En proceso,Cartagena,6351520000.0,LUCIA FERNANDEZ,C.C.,450758146,Premium,Bogotá,2022-07-08,{'telefono': '3269076238'},"['Credito', 'Cuenta Ahorros']",True,LUCIA FERNANDEZ
500278,2024-07-26,1050,Crédito,12442132.0,COP,0,365 ,Web,Pendiente,Bogotá,12442132.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500215,2024-08-19,1046,CDT,78460696.0,COP,12.42,180,Oficina,Pendiente,Sin sucursal,78460696.0,  Agroexportadora Valle ,NIT,895639767-7,PYME,Cartagena,2020-01-12,{'telefono': '3100851835'},"['CDT', 'Credito', 'Cuenta Corriente']",True,  Agroexportadora Valle 
500201,2024-04-21,1033,CDT,2345464.0,Sin categoría,"0,127",0,Web,Pendiente,Medellín,2345464.0,Ana Maria Rojas,C.C.,726938389,Premium,Bucaramanga,2021-08-06,{'telefono': '3107225042'},"['Cuenta Corriente', 'Credito', 'Cuenta Ahorros']",True,Ana Maria Rojas
500237,2024-08-04,7777,CDT,41106424.0,COP,9.76,360,Cajero,Aprobada,Medellín,41106424.0,,,,,,,,,,Sin identificar
500034,2024-06-10,1028,CDT,798452.0,USD,9.25,0,Cajero,Aprobada,Bogotá,3193808000.0,Juan  Perez,NIT,631851520,Premium,Pereira,2019-03-27,"{'email': 'juan.perez@outlook.com', 'telefono': '3106763370'}",['Credito'],True,Juan  Perez
500217,2024-03-26,1029,Crédito,18391218.0,COP,12.2 ,360,Cajero,Pendiente,Sin sucursal,18391218.0,Camila Ortiz,NIT,992161337,Premium,Cali,2021-03-22,"{'email': 'camila.ortiz@gmail.com', 'telefono': '3197030144'}",['Credito'],True,Camila Ortiz
500046,2024-05-22,1023,Cuenta de Ahorros,0.0,Sin categoría,0,-,Web,Aprobada,Cali,0.0,Gabriela Nino,NIT,200660305,Personal,Cúcuta,2023-11-11,"{'email': 'gabriela.nino@outlook.com', 'telefono': '(603) 515 1432'}","['CDT', 'Credito', 'Cuenta Corriente']",False,Gabriela Nino
500337,2024-04-28,1049,CDT,58802311.0,COP,"0,085",360,Cajero,Pendiente,Cali,58802311.0,TecnoSoluciones SAS,NIT,804895887-9,Empresarial,Cali,2019-06-25,,['CDT'],True,TecnoSoluciones SAS
500361,2024-11-10,1021,Cuenta de Ahorros,12304083.0,COP,0,0,Cajero,Aprobada,Cali,12304083.0,Daniela Suarez,Sin tipo documento,,Premium,Pereira,2023-03-19,"{'email': 'daniela.suarez@empresa.com.co', 'telefono': ''}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",True,Daniela Suarez
500246,2024-11-12,1014,CDT,39794490.0,COP,11.06,90,Web,Aprobada,Medellín,39794490.0,SANTIAGO VARGAS,NIT,291311700,Personal,Cali,2019-11-01,,"['Credito', 'CDT', 'Cuenta Ahorros']",True,SANTIAGO VARGAS
500039,2025-07-06,8888,Cuenta de Ahorros,1038984.0,USD,0,-,Cajero,Aprobada,Bucaramanga,4155936000.0,,,,,,,,,,Sin identificar
500051,2024-11-21,1023,Crédito,24286585.0,COP,"0,132",0,Web,Aprobada,Medellín,24286585.0,Gabriela Nino,NIT,200660305,Personal,Cúcuta,2023-11-11,"{'email': 'gabriela.nino@outlook.com', 'telefono': '(603) 515 1432'}","['CDT', 'Credito', 'Cuenta Corriente']",False,Gabriela Nino
500120,2025-11-19,1022,Cuenta de Ahorros,299503390.0,COP,0,0,Cajero,Rechazada,Bogotá,299503390.0,LUCIA FERNANDEZ,C.C.,446669194,Sin segmento,Medellín,2022-08-18,"{'email': 'lucia.fernandez@outlook.com', 'telefono': ''}","['Credito', 'Cuenta Corriente']",True,LUCIA FERNANDEZ
500089,2024-11-08,1022,Cuenta Corriente,1005676290.0,Sin categoría,0,-,Cajero,Aprobada,Cali,1005676290.0,LUCIA FERNANDEZ,C.C.,446669194,Sin segmento,Medellín,2022-08-18,"{'email': 'lucia.fernandez@outlook.com', 'telefono': ''}","['Credito', 'Cuenta Corriente']",True,LUCIA FERNANDEZ
500398,2024-05-05,7777,CDT,630281.0,USD,"0,099",365 ,Cajero,Pendiente,Bogotá,2521124000.0,,,,,,,,,,Sin identificar
500231,2024-09-23,1008,CDT,29206934.0,COP,0,365 ,Cajero,Pendiente,Bogotá,29206934.0,LUCIA FERNANDEZ,C.C.,450758146,Premium,Bogotá,2022-07-08,{'telefono': '3269076238'},"['Credito', 'Cuenta Ahorros']",True,LUCIA FERNANDEZ
500373,2024-01-26,1027,Cuenta Corriente,7802238.0,COP,0,0,Web,Rechazada,Barranquilla,7802238.0,Isabella Diaz,C.C.,1044350751,Personal,Barranquilla,2019-12-24,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '+57 313 648 7687'}","['CDT', 'Cuenta Ahorros', 'Credito']",1,Isabella Diaz
500306,2024-04-05,1044,Crédito,88284618.0,COP,"13,1",365 ,Web,Rechazada,Cartagena,88284618.0,Alimentos La Cosecha,NIT,806768972-4,Empresarial,Cali,2019-11-26,,"['Cuenta Corriente', 'CDT', 'Credito']",True,Alimentos La Cosecha
500130,2024-02-01,1005,Cuenta Corriente,1362344650.0,COP,0,0,Cajero,Pendiente,Bogotá,1362344650.0,Jorge  Mendoza,NIT,151504661,Premium,Barranquilla,2022-08-09,{'telefono': '3187164926'},"['Credito', 'Cuenta Ahorros']",False,Jorge  Mendoza
500033,2024-10-23,1018,Cuenta Corriente,1287823325.0,COP,0,0,Oficina,Pendiente,Barranquilla,1287823325.0,Valentina Ruiz,C.C.,889034069,Premium,Barranquilla,2019-06-16,"{'email': 'valentina.ruiz@outlook.com', 'telefono': '+57 314 871 7954'}","['Cuenta Corriente', 'CDT', 'Cuenta Ahorros']",True,Valentina Ruiz
500320,2024-07-15,1028,Cuenta de Ahorros,13067055.0,COP,0,-,Web,Aprobada,Cartagena,13067055.0,Juan  Perez,NIT,631851520,Premium,Pereira,2019-03-27,"{'email': 'juan.perez@outlook.com', 'telefono': '3106763370'}",['Credito'],True,Juan  Perez
500014,2024-01-25,1004,CDT,6158097400.0,COP,"8,4",0,Oficina,Aprobada,Cartagena,6158097400.0,Isabella Diaz,C.C.,342601915,Premium,Medellín,2022-01-07,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '3138849654'}",['Cuenta Ahorros'],True,Isabella Diaz
500010,2024-04-18,1007,Crédito,73112.0,USD,"10,2",0,Cajero,Aprobada,Barranquilla,292448000.0,SANTIAGO VARGAS,NIT,521686778,Premium,Manizales,2021-07-11,"{'email': 'santiago.vargas@hotmail.com', 'telefono': ''}",,False,SANTIAGO VARGAS
500318,2025-05-07,1007,CDT,38977903.0,COP,"0,105",0,Oficina,Rechazada,Cali,38977903.0,SANTIAGO VARGAS,NIT,521686778,Premium,Manizales,2021-07-11,"{'email': 'santiago.vargas@hotmail.com', 'telefono': ''}",,False,SANTIAGO VARGAS
500265,2025-02-22,1026,CDT,0.0,COP,"8,7",180,Cajero,Pendiente,Bogotá,0.0,Gabriela Nino,C.C.,309617176,Premium,Cúcuta,2019-07-13,"{'email': 'gabriela.nino@empresa.com.co', 'telefono': '(602) 211 3244'}",['CDT'],False,Gabriela Nino
500329,2024-01-17,1019,Cuenta Corriente,0.0,USD,0,-,Oficina,Rechazada,Medellín,0.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500105,2024-10-12,1023,Crédito,59033122.0,COP,11.6 ,0,Web,Pendiente,Bogotá,59033122.0,Gabriela Nino,NIT,200660305,Personal,Cúcuta,2023-11-11,"{'email': 'gabriela.nino@outlook.com', 'telefono': '(603) 515 1432'}","['CDT', 'Credito', 'Cuenta Corriente']",False,Gabriela Nino
500047,2024-07-14,1032,Crédito,76135224.0,COP,"8,1",180,App,Aprobada,Barranquilla,76135224.0,Sofia Ramirez ,C.C.,134869286,Personal,Bogotá,2023-06-01,,,True,Sofia Ramirez 
500258,2024-02-21,1031,Cuenta Corriente,8027906.0,Sin categoría,0,0,Cajero,Rechazada,Bogotá,8027906.0,Laura   Gonzalez,C.C.,678341010,Personal,Cali,2019-06-16,{'telefono': '+57 313 950 7237'},['CDT'],0,Laura   Gonzalez
500280,2024-11-17,1039,Cuenta de Ahorros,0.0,USD,0,-,App,Pendiente,Cali,0.0,  carlos gomez ,Sin tipo documento,,Personal,Bogotá,2021-02-01,,['Cuenta Corriente'],False,  carlos gomez 
500255,2024-09-15,1040,Cuenta de Ahorros,3665687.0,COP,0,0,Cajero,Aprobada,Medellín,3665687.0,Camila Ortiz,Sin tipo documento,,Sin segmento,Cali,2020-05-03,{'telefono': '+57 311 823 3229'},"['Credito', 'Cuenta Corriente', 'CDT']",True,Camila Ortiz
500001,2024-08-27,1014,Crédito,109345238.0,COP,13.4 ,360,App,Pendiente,Cali,109345238.0,SANTIAGO VARGAS,NIT,291311700,Personal,Cali,2019-11-01,,"['Credito', 'CDT', 'Cuenta Ahorros']",True,SANTIAGO VARGAS
500044,2024-05-13,1002,CDT,31529059.0,COP,0,0,Oficina,Pendiente,Bogotá,31529059.0,Daniela Suarez,C.C.,670318744,Personal,Bogotá,2021-02-02,{'telefono': '+57 328 679 1978'},"['Cuenta Ahorros', 'CDT']",True,Daniela Suarez
500284,2024-11-04,1026,Cuenta de Ahorros,2932806.0,COP,0,0,App,Rechazada,Bogotá,2932806.0,Gabriela Nino,C.C.,309617176,Premium,Cúcuta,2019-07-13,"{'email': 'gabriela.nino@empresa.com.co', 'telefono': '(602) 211 3244'}",['CDT'],False,Gabriela Nino
500286,2024-11-12,1041,CDT,45296826.0,Sin categoría,10.82,0,Web,Aprobada,Bogotá,45296826.0,Textiles del Caribe S.A.,NIT,880804498-2,Empresarial,Bogotá,2021-04-18,"{'email': 'textiles.del.caribe.s.a.@outlook.com', 'telefono': '+57 329 391 2594'}","['Cuenta Corriente', 'CDT']",True,Textiles del Caribe S.A.
500172,2024-09-06,1017,Crédito,4005720990.0,COP,12.02,365 ,Cajero,Pendiente,Cartagena,4005720990.0,  carlos gomez ,NIT,372704373,Sin segmento,Bogotá,2021-09-24,"{'email': 'carlos.gomez@empresa.com.co', 'telefono': '+57 316 864 1959'}",,False,  carlos gomez 
500298,2023-03-20,1018,CDT,60339601.0,COP,"0,134",90,Web,Aprobada,Bucaramanga,60339601.0,Valentina Ruiz,C.C.,889034069,Premium,Barranquilla,2019-06-16,"{'email': 'valentina.ruiz@outlook.com', 'telefono': '+57 314 871 7954'}","['Cuenta Corriente', 'CDT', 'Cuenta Ahorros']",True,Valentina Ruiz
500383,2024-09-18,1023,Cuenta de Ahorros,1271047.0,COP,0,0,Cajero,Rechazada,Medellín,1271047.0,Gabriela Nino,NIT,200660305,Personal,Cúcuta,2023-11-11,"{'email': 'gabriela.nino@outlook.com', 'telefono': '(603) 515 1432'}","['CDT', 'Credito', 'Cuenta Corriente']",False,Gabriela Nino
500011,2023-03-16,1001,Cuenta Corriente,3749236.0,COP,0,0,Oficina,Aprobada,Barranquilla,3749236.0,María José Álvarez,C.C.,183324205,Premium,Cali,2023-10-22,"{'email': 'maria.jose.alvarez@hotmail.com', 'telefono': '3255808277'}","['Credito', 'CDT', 'Cuenta Ahorros']",False,María José Álvarez
500271,2024-08-04,1049,Cuenta de Ahorros,1306340.0,USD,0,0,App,En proceso,Medellín,5225360000.0,TecnoSoluciones SAS,NIT,804895887-9,Empresarial,Cali,2019-06-25,,['CDT'],True,TecnoSoluciones SAS
500241,2023-10-02,1015,Cuenta Corriente,7043062.0,COP,0,0,Oficina,Rechazada,Barranquilla,7043062.0,Daniela Suarez,C.C.,81551884,Personal,Bogotá,2019-07-23,,['Cuenta Ahorros'],False,Daniela Suarez
500098,2024-09-02,1042,Cuenta de Ahorros,8017598.0,COP,0,0,Cajero,Aprobada,Bogotá,8017598.0,TecnoSoluciones SAS,NIT,839022478-5,PYME,Bucaramanga,2019-03-13,"{'email': 'tecnosoluciones.sas@outlook.com', 'telefono': '(602) 713 6034'}","['Cuenta Ahorros', 'Credito']",0,TecnoSoluciones SAS
500313,2024-11-02,1032,Cuenta de Ahorros,874089.0,USD,0,0,Oficina,Rechazada,Bogotá,3496356000.0,Sofia Ramirez ,C.C.,134869286,Personal,Bogotá,2023-06-01,,,True,Sofia Ramirez 
500342,2024-07-20,1035,Crédito,11632702725.0,COP,"13,7",360,App,En proceso,Barranquilla,11632702725.0,Juan  Perez,C.C.,103903237,Premium,Medellín,2021-12-28,"{'email': 'juan.perez@gmail.com', 'telefono': ''}",['Credito'],True,Juan  Perez
500116,2024-09-27,1008,Cuenta de Ahorros,12568254.0,COP,0,0,Cajero,Pendiente,Cartagena,12568254.0,LUCIA FERNANDEZ,C.C.,450758146,Premium,Bogotá,2022-07-08,{'telefono': '3269076238'},"['Credito', 'Cuenta Ahorros']",True,LUCIA FERNANDEZ
500134,2024-12-08,1034,CDT,3934004.0,Sin categoría,"0,106",365 ,App,Aprobada,Bogotá,3934004.0,María José Álvarez,C.C.,446377174,Sin segmento,Barranquilla,2023-05-10,"{'email': 'maria.jose.alvarez@gmail.com', 'telefono': '+57 318 531 9380'}",['Cuenta Corriente'],True,María José Álvarez
500021,2023-05-13,1028,Cuenta de Ahorros,8421578.0,COP,0,0,Web,Pendiente,Bogotá,8421578.0,Juan  Perez,NIT,631851520,Premium,Pereira,2019-03-27,"{'email': 'juan.perez@outlook.com', 'telefono': '3106763370'}",['Credito'],True,Juan  Perez
500355,2024-11-02,7777,CDT,1104366.0,USD,10.0 ,0,App,Aprobada,Bucaramanga,4417464000.0,,,,,,,,,,Sin identificar
500177,2024-12-16,1050,Cuenta de Ahorros,2271219.0,USD,0,0,Oficina,Aprobada,Cali,9084876000.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500220,2024-04-15,1042,CDT,0.0,COP,"8,6",365 ,Web,Pendiente,Medellín,0.0,TecnoSoluciones SAS,NIT,839022478-5,PYME,Bucaramanga,2019-03-13,"{'email': 'tecnosoluciones.sas@outlook.com', 'telefono': '(602) 713 6034'}","['Cuenta Ahorros', 'Credito']",0,TecnoSoluciones SAS
500248,2024-10-24,1049,Crédito,4581542800.0,COP,"12,7",0,Cajero,En proceso,Medellín,4581542800.0,TecnoSoluciones SAS,NIT,804895887-9,Empresarial,Cali,2019-06-25,,['CDT'],True,TecnoSoluciones SAS
500411,2024-09-11,1037,Cuenta de Ahorros,3607478.0,Sin categoría,0,-,Web,Rechazada,Bucaramanga,3607478.0,Gabriela Nino,C.C.,907258312,Personal,Cúcuta,2019-12-02,{'telefono': '+57 324 789 8621'},,True,Gabriela Nino
500221,2025-03-08,1046,Cuenta de Ahorros,5963165.0,Sin categoría,0,-,Cajero,Aprobada,Medellín,5963165.0,  Agroexportadora Valle ,NIT,895639767-7,PYME,Cartagena,2020-01-12,{'telefono': '3100851835'},"['CDT', 'Credito', 'Cuenta Corriente']",True,  Agroexportadora Valle 
500170,2024-01-12,1015,CDT,-41797166.0,COP,"10,8",365 ,App,Pendiente,Barranquilla,-41797166.0,Daniela Suarez,C.C.,81551884,Personal,Bogotá,2019-07-23,,['Cuenta Ahorros'],False,Daniela Suarez
500223,2023-07-16,1014,Cuenta de Ahorros,-1080506025.0,COP,0,0,Oficina,Aprobada,Medellín,-1080506025.0,SANTIAGO VARGAS,NIT,291311700,Personal,Cali,2019-11-01,,"['Credito', 'CDT', 'Cuenta Ahorros']",True,SANTIAGO VARGAS
500251,2024-10-16,1045,CDT,61542966.0,COP,"8,9",90,Oficina,Aprobada,Bucaramanga,61542966.0,TecnoSoluciones SAS,NIT,895649166-7,Empresarial,Cali,2019-01-23,"{'email': 'tecnosoluciones.sas@hotmail.com', 'telefono': ''}","['Credito', 'Cuenta Ahorros']",False,TecnoSoluciones SAS
500308,2024-05-06,1020,Crédito,5200447500.0,COP,13.7 ,360,Oficina,Rechazada,Barranquilla,5200447500.0,Ana Maria Rojas,NIT,876641426,Premium,Pereira,2021-12-14,"{'email': 'ana.maria.rojas@empresa.com.co', 'telefono': '3107217439'}",['CDT'],0,Ana Maria Rojas
500392,2024-11-14,1015,Crédito,18577287.0,COP,8.2 ,365 ,Cajero,Rechazada,Bogotá,18577287.0,Daniela Suarez,C.C.,81551884,Personal,Bogotá,2019-07-23,,['Cuenta Ahorros'],False,Daniela Suarez
500184,2024-04-10,1002,Cuenta de Ahorros,1119572125.0,COP,0,0,Cajero,Pendiente,Bogotá,1119572125.0,Daniela Suarez,C.C.,670318744,Personal,Bogotá,2021-02-02,{'telefono': '+57 328 679 1978'},"['Cuenta Ahorros', 'CDT']",True,Daniela Suarez
500115,2024-05-28,1043,CDT,75892796.0,COP,"9,8",90,Oficina,Pendiente,Bogotá,75892796.0,Logistica Express SA,NIT,864182544-0,Empresarial,Medellín,2019-12-28,"{'email': 'logistica.express.sa@empresa.com.co', 'telefono': '+57 312 842 4100'}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",1,Logistica Express SA
500119,2024-08-03,1048,Cuenta Corriente,4093431.0,COP,0,0,Cajero,Pendiente,Bogotá,4093431.0,TecnoSoluciones SAS,NIT,835108164-6,Empresarial,Bogotá,2019-08-28,"{'email': 'tecnosoluciones.sas@gmail.com', 'telefono': '+57 325 520 4815'}","['CDT', 'Cuenta Ahorros']",False,TecnoSoluciones SAS
500028,2024-03-05,7777,Cuenta de Ahorros,4979606.0,COP,0,0,Cajero,Aprobada,Medellín,4979606.0,,,,,,,,,,Sin identificar
500125,2024-02-06,1030,Cuenta de Ahorros,9819006.0,COP,0,-,Cajero,Aprobada,Medellín,9819006.0,Sofia Ramirez ,NIT,530802345,Premium,Bogotá,2022-12-11,"{'email': 'sofia.ramirez@outlook.com', 'telefono': '3238952955'}",['Credito'],False,Sofia Ramirez 
500368,2024-07-28,1015,Crédito,86379257.0,COP,"9,5",90,Oficina,Pendiente,Bogotá,86379257.0,Daniela Suarez,C.C.,81551884,Personal,Bogotá,2019-07-23,,['Cuenta Ahorros'],False,Daniela Suarez
500081,2024-09-04,1044,Cuenta de Ahorros,724111.0,USD,0,-,App,Aprobada,Bogotá,2896444000.0,Alimentos La Cosecha,NIT,806768972-4,Empresarial,Cali,2019-11-26,,"['Cuenta Corriente', 'CDT', 'Credito']",True,Alimentos La Cosecha
500339,2024-11-07,1031,CDT,62101291.0,COP,8.14,365 ,Cajero,Aprobada,Barranquilla,62101291.0,Laura   Gonzalez,C.C.,678341010,Personal,Cali,2019-06-16,{'telefono': '+57 313 950 7237'},['CDT'],0,Laura   Gonzalez
500124,2024-07-24,1019,CDT,34275581.0,COP,"0,118",90,Oficina,En proceso,Barranquilla,34275581.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500062,2024-01-08,1028,Crédito,14645094.0,Sin categoría,0,360,Web,Aprobada,Bogotá,14645094.0,Juan  Perez,NIT,631851520,Premium,Pereira,2019-03-27,"{'email': 'juan.perez@outlook.com', 'telefono': '3106763370'}",['Credito'],True,Juan  Perez
500032,2024-03-21,1032,Cuenta de Ahorros,1058919390.0,COP,0,0,Web,Aprobada,Medellín,1058919390.0,Sofia Ramirez ,C.C.,134869286,Personal,Bogotá,2023-06-01,,,True,Sofia Ramirez 
500279,2024-07-05,1017,Crédito,63582790.0,COP,"8,0",180,Oficina,Rechazada,Medellín,63582790.0,  carlos gomez ,NIT,372704373,Sin segmento,Bogotá,2021-09-24,"{'email': 'carlos.gomez@empresa.com.co', 'telefono': '+57 316 864 1959'}",,False,  carlos gomez 
500101,2024-12-15,1038,Cuenta de Ahorros,6073220.0,COP,0,-,Web,Pendiente,Sin sucursal,6073220.0,diego torres,NIT,1054729284,Premium,Cali,2019-08-24,"{'email': 'diego.torres@empresa.com.co', 'telefono': '+57 318 369 7021'}","['Credito', 'Cuenta Ahorros']",True,diego torres
500196,2024-09-07,1049,Cuenta de Ahorros,9280227.0,COP,0,0,Web,Aprobada,Bucaramanga,9280227.0,TecnoSoluciones SAS,NIT,804895887-9,Empresarial,Cali,2019-06-25,,['CDT'],True,TecnoSoluciones SAS
500104,2024-12-16,1019,Cuenta de Ahorros,9840405.0,COP,0,0,App,Aprobada,Cali,9840405.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500264,2024-06-01,1025,Crédito,115827137.0,COP,13.59,0,Cajero,Pendiente,Barranquilla,115827137.0,Felipe  Cardenas,NIT,620931459,Premium,Bogotá,,,['Cuenta Ahorros'],False,Felipe  Cardenas
500242,2024-12-26,1025,Crédito,77374240.0,COP,13.7 ,90,Oficina,Aprobada,Cartagena,77374240.0,Felipe  Cardenas,NIT,620931459,Premium,Bogotá,,,['Cuenta Ahorros'],False,Felipe  Cardenas
500049,2024-08-01,1005,Cuenta de Ahorros,8855108.0,COP,0,0,Web,Pendiente,Cali,8855108.0,Jorge  Mendoza,NIT,151504661,Premium,Barranquilla,2022-08-09,{'telefono': '3187164926'},"['Credito', 'Cuenta Ahorros']",False,Jorge  Mendoza
500222,2024-06-17,1041,Cuenta Corriente,2695922.0,COP,0,-,Oficina,Pendiente,Barranquilla,2695922.0,Textiles del Caribe S.A.,NIT,880804498-2,Empresarial,Bogotá,2021-04-18,"{'email': 'textiles.del.caribe.s.a.@outlook.com', 'telefono': '+57 329 391 2594'}","['Cuenta Corriente', 'CDT']",True,Textiles del Caribe S.A.
500193,2024-01-08,1002,Cuenta Corriente,2454917.0,USD,0,-,Cajero,En proceso,Cali,9819668000.0,Daniela Suarez,C.C.,670318744,Personal,Bogotá,2021-02-02,{'telefono': '+57 328 679 1978'},"['Cuenta Ahorros', 'CDT']",True,Daniela Suarez
500055,2024-01-07,1007,Crédito,79114993.0,COP,"0,090",180,Oficina,En proceso,Bogotá,79114993.0,SANTIAGO VARGAS,NIT,521686778,Premium,Manizales,2021-07-11,"{'email': 'santiago.vargas@hotmail.com', 'telefono': ''}",,False,SANTIAGO VARGAS
500372,2024-05-21,1043,Cuenta Corriente,6702440.0,Sin categoría,0,-,Web,En proceso,Barranquilla,6702440.0,Logistica Express SA,NIT,864182544-0,Empresarial,Medellín,2019-12-28,"{'email': 'logistica.express.sa@empresa.com.co', 'telefono': '+57 312 842 4100'}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",1,Logistica Express SA
500167,2024-06-19,1032,CDT,0.0,COP,0,360,Oficina,Pendiente,Cali,0.0,Sofia Ramirez ,C.C.,134869286,Personal,Bogotá,2023-06-01,,,True,Sofia Ramirez 
500131,2024-02-02,1005,CDT,77236212.0,Sin categoría,0,0,App,En proceso,Cali,77236212.0,Jorge  Mendoza,NIT,151504661,Premium,Barranquilla,2022-08-09,{'telefono': '3187164926'},"['Credito', 'Cuenta Ahorros']",False,Jorge  Mendoza
500157,2024-05-24,1012,CDT,74769684.0,COP,11.63,365 ,Cajero,Pendiente,Bucaramanga,74769684.0,Sofia Ramirez ,NIT,835079380,Premium,Cúcuta,2022-09-05,"{'email': 'sofia.ramirez@empresa.com.co', 'telefono': '+57 324 493 2334'}","['Cuenta Corriente', 'CDT']",True,Sofia Ramirez 
500152,2024-06-13,1030,Cuenta Corriente,368966125.0,Sin categoría,0,-,Oficina,Rechazada,Bogotá,368966125.0,Sofia Ramirez ,NIT,530802345,Premium,Bogotá,2022-12-11,"{'email': 'sofia.ramirez@outlook.com', 'telefono': '3238952955'}",['Credito'],False,Sofia Ramirez 
500191,2024-11-27,7777,Crédito,2545204500.0,COP,9.6 ,180,App,Rechazada,Cartagena,2545204500.0,,,,,,,,,,Sin identificar
